Unnamed: 0,title,date,stock,sentiment_label,sentiment_score,sentiment_scalar,event_type,entity_a,entity_b,event_confidence
434012,"Pennant Investors, LP Buys The Walt Disney Co, DISH Network Corp, Micron Technology Inc, Sells ...",2020-02-14 00:00:00,DIS,Neutral,0.999427080154419,0.0,Stock Movement,DIS,,0.5
434013,"Kynikos Associates LP Buys iShares S&P 5…… Growth, iShares China Large-Cap, The Walt ...",2020-02-14 00:00:00,DIS,Neutral,0.999698281288147,0.0,Analyst Rating,DIS,,0.5
434014,"Bank Of Hawaii Buys Apple Inc, Akamai Technologies Inc, Lam Research Corp, Sells iShares Core ...",2020-02-13 00:00:00,DIS,Neutral,0.9997918009757996,0.0,Stock Movement,DIS,,0.5
434015,"Private Management Group Inc Buys Park Hotels & Resorts Inc, Covetrus Inc, Liberty Global ...",2020-02-13 00:00:00,DIS,Neutral,0.9998815059661865,0.0,Mergers and Acquisitions,DIS,,0.5
434016,"Rovida Advisors Inc. Buys Microsoft Corp, The Walt Disney Co, Chevron Corp, Sells Cigna Corp, ...",2020-02-13 00:00:00,DIS,Neutral,0.9979852437973022,0.0,Stock Movement,DIS,,0.5
434017,"WASHINGTON TRUST Co Buys Apple Inc, Visa Inc, ResMed Inc, Sells S&P Global Inc, Berkshire ...",2020-02-13 00:00:00,DIS,Neutral,0.9997989535331726,0.0,Stock Movement,DIS,,0.5
434018,Nasdaq Bubble = Disruptive Growth + Demand Premium,2020-02-13 00:00:00,DIS,Neutral,0.9819988012313843,0.0,Stock Movement,DIS,,0.5
434019,"Hudson Canyon Investment Counselors Llc Buys The Walt Disney Co, Zscaler Inc, Incyte Corp, ...",2020-02-13 00:00:00,DIS,Neutral,0.9998841285705566,0.0,Stock Movement,DIS,,0.5
434020,Streaming Video On Magic Carpet Ride As Linear TV Use Declines,2020-02-13 00:00:00,DIS,Neutral,0.9998778104782104,0.0,Analyst Rating,DIS,,0.5
434021,"Most Active Equity Options For Midday - Thursday, Feb. 13",2020-02-13 00:00:00,DIS,Neutral,0.9933218359947205,0.0,Stock Movement,DIS,,0.5
434022,"Norinchukin Bank, The Buys Colgate-Palmolive Co, Visa Inc, Becton, Dickinson and Co, Sells ...",2020-02-12 00:00:00,DIS,Neutral,0.9998733997344971,0.0,Stock Movement,DIS,,0.5
434023,"Bridgecreek Investment Management, LLC Buys BlackRock Corporate High Yield Fund Inc, Alibaba ...",2020-02-12 00:00:00,DIS,Neutral,0.9989272952079773,0.0,Analyst Rating,DIS,,0.5
434024,"Hall Laurie J Trustee Buys New York Times Co, The Walt Disney Co, Xilinx Inc, Sells Vanguard ...",2020-02-12 00:00:00,DIS,Neutral,0.9993269443511963,0.0,Stock Movement,DIS,,0.5
434025,"Tt International Buys Petroleo Brasileiro SA Petrobras, Petroleo Brasileiro SA Petrobras, ...",2020-02-12 00:00:00,DIS,Neutral,0.9998816251754761,0.0,Mergers and Acquisitions,DIS,,0.5
434026,"Whitener Capital Management, Inc. Buys The Walt Disney Co, PayPal Holdings Inc, Lazard, Sells ...",2020-02-12 00:00:00,DIS,Neutral,0.9996844530105591,0.0,Stock Movement,DIS,,0.5
434027,"Affinity Wealth Management Buys iShares PHLX SOX Semiconductor Sector Index Fund, Global X MSCI ...",2020-02-12 00:00:00,DIS,Neutral,0.9963933825492859,0.0,Stock Movement,DIS,,0.5
434028,"Tech Investing 101: Know, Buy, Hold Disruptive Growth",2020-02-12 00:00:00,DIS,Neutral,0.9989026784896851,0.0,Stock Movement,DIS,,0.5
434029,"Arbor Wealth Management, LLC Buys The Walt Disney Co, CVS Health Corp, Altice USA Inc, Sells ...",2020-02-12 00:00:00,DIS,Neutral,0.9996675252914429,0.0,Stock Movement,DIS,,0.5
434030,"Alibaba, NETGEAR, Netflix, The Walt Disney Company and Sony highlighted as Zacks Bull and Bear of the Day",2020-02-12 00:00:00,DIS,Neutral,0.9999974966049194,0.0,Stock Movement,DIS,,0.5
434031,"HAP Trading, LLC Buys Bristol-Myers Squibb Company, iShares MSCI Brazil Capped ETF, Amazon. ...",2020-02-11 00:00:00,DIS,Neutral,0.9992706179618835,0.0,Stock Movement,AMZN,,0.566247308626771
434032,"Taylor Hoffman Wealth Management Buys Apple Inc, Dominion Energy Inc, The Walt Disney Co",2020-02-11 00:00:00,DIS,Neutral,0.9998822212219238,0.0,Stock Movement,DIS,,0.5
434033,"Alerus Financial Na Buys Alerus Financial Corp, SPDR Gold Trust, The Walt Disney Co, Sells ...",2020-02-11 00:00:00,DIS,Neutral,0.9998668432235718,0.0,Stock Movement,DIS,,0.5
434034,"Becker Capital Management Inc Buys ViacomCBS Inc, Quest Diagnostics Inc, Berkshire Hathaway ...",2020-02-11 00:00:00,DIS,Neutral,0.9981043338775635,0.0,Stock Movement,DIS,,0.5
434035,"Griffin Asset Management, Inc. Buys Accelerate Diagnostics Inc, 'M Co, UnitedHealth Group ...",2020-02-11 00:00:00,DIS,Neutral,0.997119665145874,0.0,Stock Movement,DIS,,0.5
434036,"Pettyjohn Co Buys Johnson & Johnson, The Walt Disney Co, Truist Financial Corp, Sells ...",2020-02-11 00:00:00,DIS,Neutral,0.9999489784240723,0.0,Stock Movement,DIS,,0.5
434037,"Founders Financial Securities Llc Buys SPDR Portfolio Emerging Markets ETF, SPDR Portfolio ...",2020-02-11 00:00:00,DIS,Neutral,0.9945679903030396,0.0,Stock Movement,DIS,,0.5
434038,"Charter Trust Co Buys Berkshire Hathaway Inc, The Walt Disney Co, NextEra Energy Inc, Sells ...",2020-02-11 00:00:00,DIS,Neutral,0.9994851350784302,0.0,Stock Movement,DIS,,0.5
434039,Will Thriving Ad Business Aid Roku's (ROKU) Q4 Earnings?,2020-02-11 00:00:00,DIS,Neutral,0.9639080166816711,0.0,Earnings Report,DIS,,0.5
434040,Bear of the Day: Funko (FNKO),2020-02-11 00:00:00,DIS,Neutral,0.999893307685852,0.0,Analyst Rating,DIS,,0.5
434041,Buy Roku Stock on the Dip Before Q4 Earnings on Streaming TV Growth?,2020-02-11 00:00:00,DIS,Neutral,0.996052622795105,0.0,Stock Movement,DIS,,0.5
434042,"Front Street Capital Management, Inc. Buys The Container Store Group Inc, Amgen Inc, Target ...",2020-02-10 00:00:00,DIS,Neutral,0.9994309544563293,0.0,Stock Movement,DIS,,0.5
434043,"Group One Trading, L.p. Buys Uber Technologies Inc, The Walt Disney Co, Salesforce. ...",2020-02-10 00:00:00,DIS,Neutral,0.9992610812187195,0.0,Mergers and Acquisitions,DIS,,0.5
434044,"Paradigm Financial Advisors, LLC Buys VanEck Vectors Semiconductor ETF, NVIDIA Corp, iShares ...",2020-02-10 00:00:00,DIS,Neutral,0.9965907335281372,0.0,Stock Movement,DIS,,0.5
434045,"–,……… Entrepreneurs: Calvin Carter on Building Apps for the World's Biggest Companies",2020-02-10 00:00:00,DIS,Neutral,0.9998906850814819,0.0,Earnings Report,DIS,,0.5
434046,"LVW Advisors, LLC Buys Vanguard Russell –……… Growth Index Fund, SPDR Barclays Long Term ...",2020-02-10 00:00:00,DIS,Neutral,0.9909642934799194,0.0,Analyst Rating,DIS,,0.5
434047,"Netflix Takes Out New Buy Point Amid Streaming Wars, But Is It Still In The Zone?",2020-02-10 00:00:00,DIS,Neutral,0.9906051754951477,0.0,Analyst Rating,DIS,,0.5
434048,"Rossmore Private Capital Buys Arvinas Inc, Bristol-Myers Squibb Company, Vanguard Small-Cap ...",2020-02-10 00:00:00,DIS,Neutral,0.9998635053634644,0.0,Stock Movement,DIS,,0.5
434049,"AustralianSuper Pty Ltd Buys LyondellBasell Industries NV, IQVIA Holdings Inc, Check Point ...",2020-02-10 00:00:00,DIS,Neutral,0.9973892569541931,0.0,Mergers and Acquisitions,DIS,,0.5
434050,ROKU to Report Q4 Earnings: Factors Influencing Results,2020-02-10 00:00:00,DIS,Positive,0.5302180051803589,0.5302180051803589,Earnings Report,DIS,,0.5
434051,Disney Delivers 26.5M Disney+ Subscribers,2020-02-10 00:00:00,DIS,Neutral,0.9980864524841309,0.0,Macroeconomic,DIS,,0.5
434052,Fox: Finding a Path Forward in a Changing World,2020-02-09 00:00:00,DIS,Neutral,0.9992836117744446,0.0,Analyst Rating,DIS,,0.5
434053,Stock Market Stumbles As Fed Warns Of Coronavirus Impact; Dow Stocks Take A Breather From Record Run,2020-02-07 00:00:00,DIS,Neutral,0.9988347887992859,0.0,Stock Movement,DIS,,0.5
434054,ViacomCBS to Launch a New Streaming Service,2020-02-07 00:00:00,DIS,Neutral,0.998854398727417,0.0,Product Launch,DIS,,0.5
434055,3 Things to Know About the Q4 Earnings Season,2020-02-07 00:00:00,DIS,Neutral,0.5356009602546692,0.0,Earnings Report,DIS,,0.5
434056,"Dow Jones Dives 300 Points Despite Strong Jobs Report, As Selling Ramps Up",2020-02-07 00:00:00,DIS,Neutral,0.9995162487030029,0.0,Stock Movement,DIS,,0.5
434057,"La Financiere De L'echiquier Buys The Walt Disney Co, Fomento Economico Mexicano SAB de CV, EOG ...",2020-02-07 00:00:00,DIS,Neutral,0.9993320107460022,0.0,Mergers and Acquisitions,DIS,,0.5
434058,"Hunter Associates inc. Buys The Walt Disney Co, Bristol-Myers Squibb Company, Erie Indemnity ...",2020-02-07 00:00:00,DIS,Neutral,0.9998431205749512,0.0,Mergers and Acquisitions,DIS,,0.5
434059,"Gladstone Capital Management LLP Buys The Walt Disney Co, Alphabet Inc, Charter Communications ...",2020-02-07 00:00:00,DIS,Neutral,0.9998160004615784,0.0,Mergers and Acquisitions,GOOGL,GOOGL,0.8174765389412642
434060,US Indexes Continue Rally and Close Higher Thursday,2020-02-07 00:00:00,DIS,Neutral,0.9996469020843506,0.0,Stock Movement,DIS,,0.5
434061,"Most Active Equity Options For Midday - Friday, Feb. 7",2020-02-07 00:00:00,DIS,Neutral,0.9958305954933167,0.0,Stock Movement,DIS,,0.5
434062,"The Zacks Analyst Blog Highlights: AAPL, GOOGL, MSFT, NFLX and DIS",2020-02-07 00:00:00,DIS,Neutral,0.9981684684753418,0.0,Stock Movement,DIS,,0.5
434063,ETFs to Gain on Disney's Q1 Earnings & Solid Subscriber Growth,2020-02-06 00:00:00,DIS,Neutral,0.9987449645996094,0.0,Earnings Report,DIS,,0.8072350610746071
434064,"Chesapeake Asset Management Llc Buys Bristol-Myers Squibb Company, Las Vegas Sands Corp, ...",2020-02-06 00:00:00,DIS,Neutral,0.9999287128448486,0.0,Stock Movement,DIS,,0.5
434065,"Tech Daily: AAPL Wearables, MSFT Leadership, GOOGL Pressures, More",2020-02-06 00:00:00,DIS,Neutral,0.9995017051696777,0.0,Analyst Rating,DIS,,0.5
434066,"Dow Jones, Up 1,100 Points This Week, Hits Record High On This China News",2020-02-06 00:00:00,DIS,Neutral,0.9999246597290039,0.0,Stock Movement,DIS,,0.5
434067,"Thoroughbred Financial Services, Llc Buys Shopify Inc, Canadian National Railway Co, iShares ...",2020-02-06 00:00:00,DIS,Neutral,0.9998630285263062,0.0,Mergers and Acquisitions,DIS,,0.5
434068,What's in Store for Digital Turbine (APPS) in Q3 Earnings?,2020-02-06 00:00:00,DIS,Neutral,0.9976058006286621,0.0,Earnings Report,DIS,,0.5
434069,Disney: Storming Out of the Gates in DTC,2020-02-06 00:00:00,DIS,Neutral,0.9976447224617004,0.0,Analyst Rating,DIS,,0.1985344383865595
434070,"Royal Bank Of Scotland Group Plc Buys Ross Stores Inc, TechnipFMC PLC, Vanguard FTSE Europe ...",2020-02-06 00:00:00,DIS,Neutral,0.9996163845062256,0.0,Stock Movement,DIS,,0.5
434071,"Most Active Equity Options For Midday - Wednesday, Feb. 6",2020-02-06 00:00:00,DIS,Neutral,0.9928299784660339,0.0,Stock Movement,DIS,,0.5
434072,"Csenge Advisory Group Buys iShares Edge MSCI Min Volatility Global ETF, Vanguard Financials ...",2020-02-05 00:00:00,DIS,Neutral,0.9992777705192566,0.0,Analyst Rating,DIS,,0.5
434073,"America First Investment Advisors, LLC Buys Garrett Motion Inc, The Walt Disney Co, Sells ...",2020-02-05 00:00:00,DIS,Neutral,0.9997716546058655,0.0,Stock Movement,DIS,,0.5
434074,"Lau Associates Llc Buys Novartis AG, Vanguard FTSE Developed Markets ETF, The Walt Disney Co, ...",2020-02-05 00:00:00,DIS,Neutral,0.9999170303344727,0.0,Stock Movement,DIS,,0.5
434075,"Candriam Luxembourg S.C.A. Buys Alphabet Inc, Intel Corp, Qualcomm Inc, Sells Vertex ...",2020-02-05 00:00:00,DIS,Neutral,0.9998328685760498,0.0,Stock Movement,DIS,,0.5
434076,"Tesla, Disney, Snapchat, eBay, it's all good news!",2020-02-05 00:00:00,DIS,Positive,0.9995754361152649,0.9995754361152649,Stock Movement,DIS,,0.5
434077,Dow Jones Nears All-Time High As IBM Soars; UnitedHealth Gives Bullish Buy Signal,2020-02-05 00:00:00,DIS,Neutral,0.9993211030960083,0.0,Stock Movement,DIS,,0.5
434078,"Dow Rallies 400 Points On Bullish Jobs Data, Despite Soaring Coronavirus Cases",2020-02-05 00:00:00,DIS,Neutral,0.9997243285179138,0.0,Macroeconomic,DIS,,0.5
434079,Movie Deja Vu- Coronavirus,2020-02-05 00:00:00,DIS,Neutral,0.9951190948486328,0.0,Analyst Rating,DIS,,0.5
434080,Has Risk In Markets Really Subsided?,2020-02-05 00:00:00,DIS,Neutral,0.9991987347602844,0.0,Stock Movement,DIS,,0.5
434081,"Thoroughbred Financial Services, Llc Buys Shopify Inc, Canadian National Railway Co, iShares ...",2020-02-05 00:00:00,DIS,Neutral,0.9998630285263062,0.0,Mergers and Acquisitions,DIS,,0.5
434082,"Media Stock Earnings Lineup for Feb 6: NWSA, WWE, LGF.A",2020-02-05 00:00:00,DIS,Neutral,0.9993207454681396,0.0,Earnings Report,DIS,,0.5
434083,"Dow Jones Jumps 885 Points This Week On Fading Coronavirus Fears; Chipotle, Snap, Spotify, Tesla Fall Sharply",2020-02-05 00:00:00,DIS,Neutral,0.9999300241470337,0.0,Stock Movement,DIS,,0.5
434084,US Indexes Close Higher Tuesday,2020-02-05 00:00:00,DIS,Neutral,0.9981638789176941,0.0,Stock Movement,DIS,,0.5
434085,"Dow Jones Today, Futures Surge As Coronavirus Slows; Inphi, Microchip Stir Chip Rally",2020-02-05 00:00:00,DIS,Neutral,0.9987554550170898,0.0,Stock Movement,DIS,,0.5
434086,"Mitsubishi UFJ Asset Management Co., Ltd. ...",2020-02-05 00:00:00,DIS,Neutral,0.9991834759712219,0.0,Analyst Rating,DIS,,0.5
434087,"Most Active Equity Options For Midday - Wednesday, Feb. 5",2020-02-05 00:00:00,DIS,Neutral,0.9961068034172058,0.0,Stock Movement,DIS,,0.5
434088,"The Zacks Analyst Blog Highlights: Disney, Chipotle, Ford, Gilead and Snap",2020-02-05 00:00:00,DIS,Neutral,0.9999134540557861,0.0,Stock Movement,DIS,,0.5
434089,Stocks Are Surging on February 5 As The Bulls Run Once Again,2020-02-05 00:00:00,DIS,Neutral,0.9995961785316467,0.0,Stock Movement,DIS,,0.5
434090,Dow Jones Futures: Is The Stock Market Rally Already Extended? Tesla Keeps Soaring; Three Key Earnings Movers,2020-02-04 00:00:00,DIS,Neutral,0.992861807346344,0.0,Stock Movement,DIS,,0.5
434091,"Disney, Gilead & Snap Post Mixed Quarters, Chipotle Beats",2020-02-04 00:00:00,DIS,Neutral,0.9989244341850281,0.0,Earnings Report,DIS,,0.4608585834503174
434092,"Cable Hill Partners, LLC Buys Vanguard Small-Cap Value ETF, Vanguard FTSE Developed Markets ...",2020-02-04 00:00:00,DIS,Neutral,0.997260332107544,0.0,Stock Movement,DIS,,0.5
434093,Dow Jones Soars Nearly 500 Points; Stocks Recover From Coronavirus Panic,2020-02-04 00:00:00,DIS,Neutral,0.9998916387557983,0.0,Stock Movement,DIS,,0.5
434094,"Pecaut & Co. Buys The Walt Disney Co, Delta Air Lines Inc, Occidental Petroleum Corp, Sells ...",2020-02-04 00:00:00,DIS,Neutral,0.9998250603675842,0.0,Stock Movement,DIS,,0.5
434095,"Trellis Advisors, LLC Buys Enterprise Products Partners LP, Magellan Midstream Partners LP, ...",2020-02-04 00:00:00,DIS,Neutral,0.9996875524520874,0.0,Mergers and Acquisitions,DIS,,0.5
434096,"Diversified Portfolios, Inc. Buys Vanguard Total Bond Market ETF, iShares iBoxx $ Investment ...",2020-02-04 00:00:00,DIS,Neutral,0.990882158279419,0.0,Analyst Rating,DIS,,0.5
434097,"First Dallas Securities Inc. Buys Schlumberger, Cleveland-Cliffs Inc, Exact Sciences Corp, ...",2020-02-04 00:00:00,DIS,Neutral,0.9997714161872864,0.0,Stock Movement,DIS,,0.5
434098,"Cambridge Trust Co Buys Bank of America Corp, iShares Core MSCI Europe ETF, Bristol-Myers ...",2020-02-04 00:00:00,DIS,Neutral,0.9996968507766724,0.0,Stock Movement,DIS,,0.5
434099,"Dow Jones Soars 450 Points, Led By Microsoft, Nike, Apple; Disney Rallies Ahead Of Earnings",2020-02-04 00:00:00,DIS,Neutral,0.9998787641525269,0.0,Stock Movement,DIS,,0.5
434100,"Tesla Soars Again, Disney Earnings Preview & Buy Microsoft Stock - Free Lunch",2020-02-04 00:00:00,DIS,Neutral,0.9579491019248962,0.0,Stock Movement,DIS,,0.1032010898925364
434101,Stocks Jump On February 4 And Are Getting Ready To Take Out All-Time Highs,2020-02-04 00:00:00,DIS,Neutral,0.9989656209945679,0.0,Stock Movement,DIS,,0.5
434102,"Disney Streaming Service Tops 26M Subscribers, Company Beats Earnings Estimates",2020-02-04 00:00:00,DIS,Neutral,0.9990422129631042,0.0,Analyst Rating,DIS,,0.5
434103,Dow Jones Surges 500 Points As Stock Market Rallies; Nasdaq Hits New High,2020-02-04 00:00:00,DIS,Neutral,0.9997101426124573,0.0,Stock Movement,DIS,,0.5
434104,Dow Jones Jumps On Eased Coronavirus Fears; Tesla Soars As Much As 160 Points To Top 940,2020-02-04 00:00:00,DIS,Neutral,0.9980432987213135,0.0,Stock Movement,DIS,,0.5
434105,US Indexes End Higher Monday to Start February,2020-02-04 00:00:00,DIS,Neutral,0.9958392381668091,0.0,Stock Movement,DIS,,0.5
434106,"Nikulski Financial, Inc. Buys PowerShares QQQ Trust Ser –, Invesco BulletShares —…—— ...",2020-02-04 00:00:00,DIS,Neutral,0.9985904097557068,0.0,Stock Movement,DIS,,0.5
434107,Disney to Report Earnings Today: Here's What to Expect,2020-02-04 00:00:00,DIS,Neutral,0.9424384832382202,0.0,Earnings Report,DIS,,0.4031168520450592
434108,"Dow Jones Today, Futures Rise As China, Chip Stocks Rally; Tesla Gets A Trillion-Dollar Forecast",2020-02-04 00:00:00,DIS,Neutral,0.9993219375610352,0.0,Stock Movement,DIS,,0.5
434109,"Most Active Equity Options For Midday - Tuesday, Feb. 4",2020-02-04 00:00:00,DIS,Neutral,0.9954223036766052,0.0,Stock Movement,DIS,,0.5
434110,"The Zacks Analyst Blog Highlights: Disney, Netflix, Comcast and AT&T",2020-02-04 00:00:00,DIS,Neutral,0.999845027923584,0.0,Stock Movement,DIS,,0.5
434111,"Tesla jumps 20% in a day, set to open higher again",2020-02-04 00:00:00,DIS,Neutral,0.7613195180892944,0.0,Stock Movement,DIS,,0.5
434112,"Community Bank & Trust, Waco, Texas Buys General Motors Co, The Walt Disney Co, ...",2020-02-03 00:00:00,DIS,Neutral,0.9999622106552124,0.0,Stock Movement,DIS,,0.5
434113,Disney+'s First Quarterly Results Are On Deck,2020-02-03 00:00:00,DIS,Neutral,0.9982852339744568,0.0,Earnings Report,DIS,,0.8146946610067971
434114,"Cypress Capital Management LLC (WY) Buys First Interstate BancSystem Inc, Edwards Lifesciences ...",2020-02-03 00:00:00,DIS,Neutral,0.999792754650116,0.0,Mergers and Acquisitions,DIS,,0.5
434115,"Snap, Disney, Match, Chipotle Lead Tuesday's Earnings Rush: Investing Action Plan",2020-02-03 00:00:00,DIS,Neutral,0.9990174770355225,0.0,Earnings Report,DIS,,0.3543347390368581
434116,Dow Jones Recovers Despite Coronavirus Cases; China Death Toll Passes SARS,2020-02-03 00:00:00,DIS,Neutral,0.9997742772102356,0.0,Stock Movement,DIS,,0.5
434117,Will Disney+ Blast DIS To Infinity & Beyond?,2020-02-03 00:00:00,DIS,Neutral,0.9979333877563477,0.0,Analyst Rating,DIS,,0.5
434118,Charter (CHTR) Q4 Earnings & Revenues Up Y/Y on User Growth,2020-02-03 00:00:00,DIS,Neutral,0.9990677237510681,0.0,Earnings Report,DIS,,0.5
434119,Will Theme Park Attendance Aid Disney's (DIS) Q1 Earnings?,2020-02-03 00:00:00,DIS,Neutral,0.9967584013938904,0.0,Earnings Report,DIS,,0.2302495427429676
434120,"Dow Jones Futures Rise As Coronavirus Cases Top 17,000; Nike Gains On Upgrade",2020-02-03 00:00:00,DIS,Neutral,0.9999128580093384,0.0,Stock Movement,DIS,,0.5
434121,"The Zacks Analyst Blog Highlights: Walt Disney Company, NIKE, Yum China and Apple",2020-02-03 00:00:00,DIS,Neutral,0.9998878240585327,0.0,Analyst Rating,DIS,,0.5
434122,"Most Active Equity Options For Midday - Friday, Feb. 3",2020-02-03 00:00:00,DIS,Neutral,0.9972413778305054,0.0,Stock Movement,DIS,,0.5
434123,"Most Active Equity Options For Midday - Monday, Feb. 3",2020-02-03 00:00:00,DIS,Neutral,0.9969620108604431,0.0,Stock Movement,DIS,,0.5
434124,"Bank Hapoalim Bm Buys Check Point Software Technologies, The Walt Disney Co, SolarEdge ...",2020-02-03 00:00:00,DIS,Neutral,0.9967629909515381,0.0,Mergers and Acquisitions,DIS,,0.5
434125,8 Monster Stock Market Predictions For The Week of February 3,2020-02-02 00:00:00,DIS,Neutral,0.999377965927124,0.0,Stock Movement,DIS,,0.5
434126,"Bailard, Inc. Buys PowerShares QQQ Trust Ser –, iShares Russell —……… Value ETF, CBRE ...",2020-01-31 00:00:00,DIS,Neutral,0.9969147443771362,0.0,Stock Movement,DIS,,0.5
434127,"Adams Express Co Buys Wells Fargo, AbbVie Inc, Starbucks Corp, Sells Industrial Select Sector ...",2020-01-31 00:00:00,DIS,Neutral,0.9998383522033691,0.0,Stock Movement,DIS,,0.5
434128,"Disney+ Results Due As More Chip, Payment, Software Stocks Report: Action Plan",2020-01-31 00:00:00,DIS,Neutral,0.9981464147567749,0.0,Stock Movement,DIS,,0.5
434129,Week Ahead: Coronavirus Continues To Remain Market Focus,2020-01-31 00:00:00,DIS,Neutral,0.9993705153465271,0.0,Analyst Rating,DIS,,0.5
434130,Electronic Arts (EA) Q3 Earnings & Revenues Increase Y/Y,2020-01-31 00:00:00,DIS,Neutral,0.9423635005950928,0.0,Earnings Report,DIS,,0.5
434131,"Most Active Equity Options For Midday - Friday, Jan. 31",2020-01-31 00:00:00,DIS,Neutral,0.9969081282615662,0.0,Stock Movement,DIS,,0.5
434132,Coronavirus Fears Are Overblown! Buy Beaten-Down Stocks Now,2020-01-31 00:00:00,DIS,Neutral,0.9996947050094604,0.0,Stock Movement,DIS,,0.5
434133,"Hutner Capital Management Inc Buys The Walt Disney Co, Union Pacific Corp",2020-01-30 00:00:00,DIS,Neutral,0.9994843006134033,0.0,Stock Movement,DIS,,0.5
434134,"Atlantic Trust Group, LLC Buys Waste Management Inc, Texas Instruments Inc, The Walt Disney Co, ...",2020-01-30 00:00:00,DIS,Neutral,0.9999493360519409,0.0,Mergers and Acquisitions,DIS,,0.5
434135,"Shilanski & Associates, Inc. Buys Amedisys Inc, Reliance Steel & Aluminum Co, ...",2020-01-30 00:00:00,DIS,Neutral,0.9999114274978638,0.0,Mergers and Acquisitions,DIS,,0.5
434136,Coronavirus: Potential Signs Of Containment And Key Markets To Watch,2020-01-30 00:00:00,DIS,Neutral,0.9994298815727234,0.0,Analyst Rating,DIS,,0.5
434137,"Most Active Equity Options For Midday - Thursday, Jan. 30",2020-01-30 00:00:00,DIS,Neutral,0.9968103766441345,0.0,Stock Movement,DIS,,0.5
434138,Disney Earnings Preview: Buy DIS Stock on the Dip for 2020 Streaming Growth?,2020-01-30 00:00:00,DIS,Neutral,0.9997697472572327,0.0,Earnings Report,DIS,,0.3385032173246145
434139,David Einhorn Is Short Netflix,2020-01-29 00:00:00,DIS,Neutral,0.9995306730270386,0.0,Analyst Rating,DIS,,0.5
434140,"Thinking about trading options or stock in Boeing, Walt Disney, Facebook, Mastercard, or NVIDIA?",2020-01-29 00:00:00,DIS,Neutral,0.9999881982803345,0.0,Stock Movement,MA,,0.13706047274172306
434141,"Most Active Equity Options For Midday - Wednesday, Jan. 29",2020-01-29 00:00:00,DIS,Neutral,0.996370792388916,0.0,Stock Movement,DIS,,0.5
434142,"Parthenon Llc Buys Argan Inc, The Walt Disney Co, Truist Financial Corp, Sells The Kraft Heinz ...",2020-01-28 00:00:00,DIS,Neutral,0.9991858601570129,0.0,Stock Movement,DIS,,0.5
434143,Walt Disney (DIS) Outpaces Stock Market Gains: What You Should Know,2020-01-28 00:00:00,DIS,Neutral,0.9987004995346069,0.0,Stock Movement,DIS,,0.5
434144,"Vanguard Capital Wealth Advisors Buys Dow Inc, Luckin Coffee Inc, Blackstone Group Inc, Sells ...",2020-01-28 00:00:00,DIS,Neutral,0.9995657801628113,0.0,Stock Movement,DIS,,0.5
434145,Comcast's New Streaming Services Plays On Its Strengths,2020-01-28 00:00:00,DIS,Neutral,0.9999352693557739,0.0,Product Launch,DIS,,0.5
434146,"Cornerstone Wealth Group, LLC Buys Apple Inc, VanEck Vectors ETF Trust - VanEck Vectors ...",2020-01-28 00:00:00,DIS,Neutral,0.9995835423469543,0.0,Stock Movement,DIS,,0.5
434147,"Most Active Equity Options For Midday - Tuesday, Jan. 28",2020-01-28 00:00:00,DIS,Neutral,0.9964892864227295,0.0,Stock Movement,DIS,,0.5
434148,Stocks To Watch Amid Coronavirus Anxiety,2020-01-27 00:00:00,DIS,Neutral,0.9936707019805908,0.0,Stock Movement,DIS,,0.5
434149,"EagleClaw Capital Managment, LLC Buys US Ecology Inc, Intercontinental Exchange Inc, ...",2020-01-27 00:00:00,DIS,Neutral,0.9984760880470276,0.0,Mergers and Acquisitions,DIS,,0.5
434150,"Moreno Evelyn V Buys The Walt Disney Co, Sells Pioneer Natural Resources Co, Schlumberger, ...",2020-01-27 00:00:00,DIS,Neutral,0.9996046423912048,0.0,Stock Movement,DIS,,0.5
434151,"Stocks Plunge On January 27, As Volatility Surges",2020-01-27 00:00:00,DIS,Neutral,0.9997718930244446,0.0,Stock Movement,DIS,,0.5
434152,Will The Competition Get To Netflix?,2020-01-25 00:00:00,DIS,Neutral,0.9994602799415588,0.0,Analyst Rating,DIS,,0.5
434153,US Indexes Lower Friday and for the Jan. —4 Week,2020-01-24 00:00:00,DIS,Neutral,0.9990395903587341,0.0,Macroeconomic,DIS,,0.5
434154,"S&co Inc Buys Truist Financial Corp, The Walt Disney Co, Coca-Cola Co, Sells Qurate Retail ...",2020-01-24 00:00:00,DIS,Neutral,0.9997534155845642,0.0,Mergers and Acquisitions,DIS,,0.5
434155,"Sheets Smith Wealth Management Buys Truist Financial Corp, Alphabet Inc, iShares Core U.S. ...",2020-01-24 00:00:00,DIS,Neutral,0.9999138116836548,0.0,Stock Movement,GOOGL,,0.11223339289426804
434156,"Dow Jones Higher On Strong Earnings; American Express And Intel Jump, While Atlassian Breaks Out",2020-01-24 00:00:00,DIS,Neutral,0.9992332458496094,0.0,Stock Movement,DIS,,0.5
434157,"Most Active Equity Options For Midday - Friday, Jan. 24",2020-01-24 00:00:00,DIS,Neutral,0.9958369731903076,0.0,Stock Movement,DIS,,0.5
434158,"Nwam Llc Buys Real Estate Select Sector SPDR Fund, iShares Core U.S. ...",2020-01-23 00:00:00,DIS,Neutral,0.9998216032981873,0.0,Analyst Rating,DIS,,0.5
