Unnamed: 0,title,date,stock
553538,"Will Revenue, Membership Growth Aid Cigna (CI) Q2 Earnings?",2018-07-31 00:00:00,ESRX
553539,"Medical Stock Q2 Earnings Due on Aug 1: ESRX, DVA & HUM",2018-07-31 00:00:00,ESRX
553540,"Cheap and Predictable Stocks: Dollar Tree, Viacom",2018-07-29 00:00:00,ESRX
553541,Blue Tower Asset Management Q2 '18 Commentary Long Sberbank,2018-07-24 00:00:00,ESRX
553542,Can PBM Unit Boost Express Scripts' (ESRX) Q2 Earnings?,2018-07-20 00:00:00,ESRX
553543,Express Scripts Is a Buy Regardless of Cigna Merger,2018-07-19 00:00:00,ESRX
553544,Big Pharma in the red on ramped up pressure on drug prices,2018-07-19 00:00:00,ESRX
553545,FDA committed to easing approval path for biosimilars,2018-07-18 00:00:00,ESRX
553546,CVS responds to Trump Administration's request for info on now to lower drug prices,2018-07-16 00:00:00,ESRX
553547,Cigna Is Undervalued - Cramer's Lightning Round (7/12/18),2018-07-13 00:00:00,ESRX
553548,CVS and Aetna rally on no challenge from DOJ,2018-07-12 00:00:00,ESRX
553549,Express Scripts Holding Company Announces Second Quarter —…–8 Earnings Release Details,2018-07-12 00:00:00,ESRX
553550,Healthcare Dashboard - Update,2018-07-05 00:00:00,ESRX
553551,Insurers making headway on corralling drug costs with copay accumulators,2018-07-05 00:00:00,ESRX
553552,' Health Care Stocks to Consider as Amazon Takes Aim,2018-06-29 00:00:00,ESRX
553553,"Atul Gawande And The Future Of Healthcare, 'ABC' And Otherwise",2018-06-29 00:00:00,ESRX
553554,"Pharmacy, drug distributor stocks fall on Amazon's PillPack acquisition",2018-06-28 00:00:00,ESRX
553555,New Strong Sell Stocks for June 22nd,2018-06-22 00:00:00,ESRX
553556,Walgreens-GE Faceoff: How Impactful is it for Dow Investors?,2018-06-21 00:00:00,ESRX
553557,Will AT&T/Time Warner Ruling Accelerate M&A?,2018-06-18 00:00:00,ESRX
553558,'Time Travel' With Pharmaceutical Distributors Part – - First-Level Information and Thinking,2018-06-17 00:00:00,ESRX
553559,Here's Why You Should Steer Clear of Express Scripts for Now,2018-06-15 00:00:00,ESRX
553560,Premarket Gainers as of 9:05 am (06/13/2018),2018-06-13 00:00:00,ESRX
553561,Headlines Don't Determine Stock Prices - Cramer's Mad Money (6/12/18),2018-06-13 00:00:00,ESRX
553562,Stock Futures Edge Higher Ahead Of Fed; AT&T Ruling Charges Late Trade,2018-06-12 00:00:00,ESRX
553563,After Hours Gainers / Losers (06/12/2018),2018-06-12 00:00:00,ESRX
553564,Mega-merger healthcare players up on positive court ruling for AT&T/Time Warner tie-up,2018-06-12 00:00:00,ESRX
553565,"Advent International Corp Buys Expedia Group Inc, Cerner Corp, Kinder Morgan Inc, Sells MISTRAS ...",2018-06-12 00:00:00,ESRX
553566,WellCare To Acquire Meridian For Members And Pharmacy Benefits,2018-06-04 00:00:00,ESRX
553567,Express Scripts (ESRX) Up 2.9% Since Earnings Report: Can It Continue?,2018-06-01 00:00:00,ESRX
553568,Tracking Larry Robbins' Glenview Capital Management Portfolio - Q1 2018 Update,2018-05-25 00:00:00,ESRX
553569,Tracking Jeffrey Ubben's ValueAct Portfolio - Q1 2018 Update,2018-05-22 00:00:00,ESRX
553570,"Amgen And Novartis Aimovig FDA Approval Gives First Mover Advantage, Will That Be Enough?",2018-05-21 00:00:00,ESRX
553571,Tracking Glenn Greenberg's Brave Warrior Advisors Portfolio - Q1 2018 Update,2018-05-18 00:00:00,ESRX
553572,Health Insurance Industry Outlook - May 2018,2018-05-17 00:00:00,ESRX
553573,"Chris Davis Reduces Positions in Amazon, Berkshire, JPMorgan",2018-05-17 00:00:00,ESRX
553574,Merger Arbitrage Positions Dominate Seth Klarman's Equity Portfolio,2018-05-16 00:00:00,ESRX
553575,"Glenview Capital Management Buys Express Scripts Holding Co, T-Mobile US Inc, Newell Brands ...",2018-05-16 00:00:00,ESRX
553576,"Foundry Partners, LLC Buys US Bancorp, Energizer Holdings Inc, Waddell & Reed Financial ...",2018-05-16 00:00:00,ESRX
553577,"Hikari Tsushin, Inc. Buys BHP Billiton PLC, International Business Machines Corp, Celgene Corp, ...",2018-05-16 00:00:00,ESRX
553578,"Glenview added Express Scripts, exited Apple in Q1",2018-05-15 00:00:00,ESRX
553579,"Brave Warrior Advisors, LLC Buys Nielsen Holdings PLC, Sells Brookfield Asset Management Inc, ...",2018-05-15 00:00:00,ESRX
553580,"Seth Klarman Buys Pioneer Natural Resources Co, PG&E Corp, Novagold Resources Inc, Sells ...",2018-05-15 00:00:00,ESRX
553581,Tracking Seth Klarman's Baupost Group Holdings - Q1 2018 Update,2018-05-15 00:00:00,ESRX
553582,Biotechs Emerge Unscathed And Ready To Go!,2018-05-15 00:00:00,ESRX
553583,Expanding Medicare drug price negotiation?,2018-05-15 00:00:00,ESRX
553584,"Seth Klarman Buys PG&E, Doubles Down on Pioneer Natural Resources",2018-05-14 00:00:00,ESRX
553585,Will Trump's Surprise Drug Pricing Plan Boost Pharma Stocks?,2018-05-14 00:00:00,ESRX
553586,Value SuperScreen Deployed,2018-05-14 00:00:00,ESRX
553587,Express Scripts and CVS among those gaining after Trump speech,2018-05-11 00:00:00,ESRX
553588,Keeping It Simple On The Short Side,2018-05-11 00:00:00,ESRX
553589,Trump to unveil drug pricing plan,2018-05-11 00:00:00,ESRX
553590,Value SuperScreen Vs. The S&P 500,2018-05-08 00:00:00,ESRX
553591,Express Scripts Vulnerable Ahead Of President Trump's New Policy Outlines,2018-05-08 00:00:00,ESRX
553592,Valuation Dashboard: Healthcare - Update,2018-05-07 00:00:00,ESRX
553593,Oil Entering A New Up Cycle? (Wall Street Breakfast Podcast),2018-05-07 00:00:00,ESRX
553594,Wall Street Breakfast: U.S. Crude Tops $70 Level,2018-05-07 00:00:00,ESRX
553595,Trump set to unveil drug price policy,2018-05-07 00:00:00,ESRX
553596,Is IQ Merger Arbitrage ETF (MNA) a Hot ETF Right Now?,2018-05-04 00:00:00,ESRX
553597,"Express Scripts (ESRX) Q1 Earnings Top, Patient Claims Fall",2018-05-03 00:00:00,ESRX
553598,"Regeneron (REGN) Q1 Earnings Top, Sales Lag, Updates View",2018-05-03 00:00:00,ESRX
553599,Express Scripts Q1 top line flat; earnings up 14%; cash flow up 51%,2018-05-02 00:00:00,ESRX
553600,"Express Scripts beats by $0.01, revenue in-line",2018-05-02 00:00:00,ESRX
553601,Notable earnings after Wednesday's close,2018-05-01 00:00:00,ESRX
553602,Value SuperScreen Unleashed,2018-05-01 00:00:00,ESRX
553603,Regeneron and Sanofi drop price of Praluent effective July 1,2018-05-01 00:00:00,ESRX
553604,Key events next week - healthcare,2018-04-27 00:00:00,ESRX
553605,By The Numbers: Healthcare Stocks With Big Cash Distributions,2018-04-24 00:00:00,ESRX
553606,Can PBM Unit Boost Express Scripts' (ESRX) Q1 Earnings?,2018-04-24 00:00:00,ESRX
553607,"Pineno Levin & Ford Asset Management, Inc. ...",2018-04-23 00:00:00,ESRX
553608,"Selway Asset Management Buys PIMCO Municipal Income Fund, PACCAR Inc, Becton, Dickinson and Co, ...",2018-04-23 00:00:00,ESRX
553609,"Vilas Fund, LP Q1 '18 Letter To Partners - #28 Since Inception, Long Pharma",2018-04-20 00:00:00,ESRX
553610,Fixing Drug Costs,2018-04-17 00:00:00,ESRX
553611,Express Scripts Holding Company Announces First Quarter —…–8 Earnings Release Details,2018-04-13 00:00:00,ESRX
553612,"Express Scripts (ESRX) to Launch Pilot Program, Shares Up",2018-04-13 00:00:00,ESRX
553613,"Express Scripts: Heads (Cigna Buyout) Or Tails (Go Solo), Investors Can Win Either Way",2018-04-12 00:00:00,ESRX
553614,Express Scripts launches innovative pilot program for performance-based retail pharmacy network,2018-04-12 00:00:00,ESRX
553615,"Brunch, Craft Beer, And Investing: A Turning Point",2018-04-11 00:00:00,ESRX
553616,Healthcare: Eating You Alive,2018-04-08 00:00:00,ESRX
553617,Check These 3 Health Insurers to Reap High Returns in Q2,2018-04-05 00:00:00,ESRX
553618,Valuation Dashboard: Healthcare - Update,2018-04-04 00:00:00,ESRX
553619,Express Scripts: Is There Any Logic Behind The Sell-Off?,2018-04-03 00:00:00,ESRX
553620,Q1 Witnesses Consolidation Wave With All-Time High Global M&A,2018-04-02 00:00:00,ESRX
553621,April Update: Coping With Stock Volatility And The Crypto Tax Bite,2018-04-01 00:00:00,ESRX
553622,"Strap In For Spotify, Tesla And FANG+ Action",2018-03-31 00:00:00,ESRX
553623,Why Is Express Scripts Holding Company (ESRX) Down 10.5% Since its Last Earnings Report?,2018-03-29 00:00:00,ESRX
553624,Credit Suisse defends Express Scripts after 18% retracement since Cigna deal announced on March 8,2018-03-29 00:00:00,ESRX
553625,"Boosted by Earnings Beat, Walgreens Shares Rise",2018-03-28 00:00:00,ESRX
553626,Should You Buy Walgreens Boots (WBA) Ahead of Earnings?,2018-03-27 00:00:00,ESRX
553627,Breakingviews: Market Jitters Accentuate M&A Regulatory Risk,2018-03-27 00:00:00,ESRX
553628,"Healthcare Reform, Top Down And Bottom Up",2018-03-23 00:00:00,ESRX
553629,Stocks Tumble on Facebook Fumble,2018-03-20 00:00:00,ESRX
553630,Employer Sponsored Health Insurance - The Shrinking Core And Backbone,2018-03-16 00:00:00,ESRX
553631,Cigna Deal - Not The Right Move,2018-03-14 00:00:00,ESRX
553632,"Cigna on Raters' Radar After Express Scripts Bid, Stock Down",2018-03-14 00:00:00,ESRX
553633,"New Company Valuation, Express Scripts Reaps, Cigna Weeps",2018-03-13 00:00:00,ESRX
553634,"The Zacks Analyst Blog Highlights: Express Scripts, Nissan Motor and HCA Holdings",2018-03-13 00:00:00,ESRX
553635,Valuation Dashboard: Healthcare - Update,2018-03-12 00:00:00,ESRX
553636,5 Growth Stocks in MedTech Set to Scale Higher in 2018,2018-03-12 00:00:00,ESRX
553637,New Strong Buy Stocks for March 12th,2018-03-12 00:00:00,ESRX
553638,Premarket analyst action - healthcare,2018-03-12 00:00:00,ESRX
553639,Here Comes the CPI: Global Week Ahead,2018-03-12 00:00:00,ESRX
553640,"Smarts, Not Scale",2018-03-12 00:00:00,ESRX
553641,Moody's to review Cigna for possible downgrade on Express Scripts deal,2018-03-09 00:00:00,ESRX
553642,Cigna to Buy Express Scripts: Healthcare ETFs in Focus,2018-03-09 00:00:00,ESRX
553643,Express Scripts Hits 80-Plus Relative Strength Rating Benchmark,2018-03-09 00:00:00,ESRX
553644,"Company News For Mar 9, 2018",2018-03-09 00:00:00,ESRX
553645,Express Scripts (ESRX) Soars: Stock Adds 8.6% in Session,2018-03-09 00:00:00,ESRX
553646,Buy Cigna On Weakness - Cramer's Mad Money (3/8/18),2018-03-09 00:00:00,ESRX
553647,Stocks Edge Higher As Tariff News Looms And Steel Producer Vies For Breakout,2018-03-08 00:00:00,ESRX
553648,Cigna Buys Express Scripts in $67 Billion Deal,2018-03-08 00:00:00,ESRX
553649,Mizuho weighs in on Cigna-Express Scripts tie-up,2018-03-08 00:00:00,ESRX
553650,Premarket Gainers as of 9:05 am (03/08/2018),2018-03-08 00:00:00,ESRX
553651,"Cigna Deal Lifts S&P 500, Nasdaq Futures; 2 Big Chip Stocks Climb",2018-03-08 00:00:00,ESRX
553652,"Cigna, Express Script Deal to Continue Healthcare Reshuffle",2018-03-08 00:00:00,ESRX
553653,Premarket analyst action - healthcare (continued),2018-03-08 00:00:00,ESRX
553654,Wall Street Breakfast: QE Hints Awaited From ECB,2018-03-08 00:00:00,ESRX
553655,Cigna nears deal for Express Scripts,2018-03-08 00:00:00,ESRX
553656,Buy JPMorgan - Cramer's Lightning Round (3/1/18),2018-03-02 00:00:00,ESRX
553657,Express Scripts Holding (ESRX) Q4 2017 Results - Earnings Call Transcript,2018-02-28 00:00:00,ESRX
553658,"Express Scripts, Inc. 2017 Q4 - Results - Earnings Call Slides",2018-02-28 00:00:00,ESRX
553659,"Express Scripts (ESRX) Q4 Earnings Top, Long-Term View Solid",2018-02-28 00:00:00,ESRX
553660,Wall Street Breakfast: Latest GDP Reading In Focus,2018-02-28 00:00:00,ESRX
553661,"Express Scripts beats by $0.07, beats on revenue",2018-02-27 00:00:00,ESRX
553662,"Express Scripts higher, Cardinal Health and McKesson lower after Walgreeens/ABC breakup",2018-02-27 00:00:00,ESRX
553663,Here's Why You Must Add Hologic (HOLX) to Your Portfolio Now,2018-02-27 00:00:00,ESRX
553664,Orthofix (OFIX) Earnings & Revenues Beat Estimates in Q4,2018-02-27 00:00:00,ESRX
553665,Notable earnings after Tuesday's close,2018-02-26 00:00:00,ESRX
553666,Masimo's SpHb Hemoglobin Monitoring Study Results Positive,2018-02-26 00:00:00,ESRX
553667,Stocks To Watch: Investors Recharge After Soothing Fedspeak,2018-02-24 00:00:00,ESRX
553668,"Express Scripts, Walgreens Tie Up to Cut Specialty Drug Price",2018-02-22 00:00:00,ESRX
553669,Tracking Jeffrey Ubben's ValueAct Portfolio - Q4 2017 Update,2018-02-22 00:00:00,ESRX
553670,Glenn Greenburg Establishes ' Positions in 4th Quarter,2018-02-20 00:00:00,ESRX
553671,Walgreens and Express Scripts to add specialty brand drugs to group purchasing,2018-02-20 00:00:00,ESRX
553672,Express Scripts Scores Relative Strength Rating Upgrade; Hits Key Threshold,2018-02-20 00:00:00,ESRX
553673,Can PBM Unit Drive Express Scripts' (ESRX) Earnings in Q4?,2018-02-20 00:00:00,ESRX
553674,Jeff Ubben's ValueAct Picks Up — New Stocks in 4th Quarter,2018-02-19 00:00:00,ESRX
553675,Valuation Dashboard: Healthcare - Update,2018-02-19 00:00:00,ESRX
553676,By The Numbers: Cheap Stocks With Solid Fundamentals,2018-02-19 00:00:00,ESRX
553677,Tracking Glenn Greenberg's Brave Warrior Advisors Portfolio - Q4 2017 Update,2018-02-18 00:00:00,ESRX
553678,Tracking Seth Klarman's Baupost Group Holdings - Q4 2017 Update,2018-02-14 00:00:00,ESRX
553679,Express Scripts: Worth At Least $80,2018-02-13 00:00:00,ESRX
553680,Drug Pricing: The Endgame Has Started,2018-02-11 00:00:00,ESRX
553681,"Bridges Investment Counsel Inc Buys Medtronic PLC, General Mills Inc, Occidental Petroleum ...",2018-02-09 00:00:00,ESRX
553682,"Miller Investment Management, LP Buys SPDR S&P Oil & Gas Explor & Product, Express ...",2018-02-08 00:00:00,ESRX
553683,Investment Ideas: Beating The Market By Focusing On Cash Distributions,2018-02-07 00:00:00,ESRX
553684,"Your Daily Pharma Scoop: Nabriva Pullback, GW Pharmaceuticals Makes Progress, ContraVir Announces Promising Results",2018-02-07 00:00:00,ESRX
553685,"Horan Capital Advisors, LLC. Buys AbbVie Inc, Express Scripts Holding Co, Ingersoll-Rand PLC, ...",2018-02-06 00:00:00,ESRX
553686,Jeff Auxier Comments on Express Scripts,2018-02-06 00:00:00,ESRX
553687,Express Scripts drops Sarepta's Exondys 51 from preferred list,2018-02-05 00:00:00,ESRX
553688,Tracking Yacktman Asset Management Portfolio - Q4 2017 Update,2018-02-04 00:00:00,ESRX
553689,RiverPark Focused Value Fund Q4 2017 Performance Summary,2018-02-01 00:00:00,ESRX
553690,"Indexes Bleed More Red Ahead Of Fed, Earnings, Jobs Data",2018-01-30 00:00:00,ESRX
553691,"Express Scripts ""interested"" in hearing more about Amazon/Berkshire/JPMorgan foray into healthcare",2018-01-30 00:00:00,ESRX
553692,Height weighs in on Amazon/Berkshire/JPMorgan healthcare venture,2018-01-30 00:00:00,ESRX
553693,Premarket Losers as of 9:05 am (1/30/2018),2018-01-30 00:00:00,ESRX
553694,"Stewart & Patten Co Llc Buys Texas Instruments Inc, Rockwool International A/S, Hanesbrands ...",2018-01-29 00:00:00,ESRX
553695,"Meritage Portfolio Management Buys Express Scripts Holding Co, Western Digital Corp, iShares ...",2018-01-29 00:00:00,ESRX
553696,Value Screeners Identify Good Opportunities for —…–8,2018-01-26 00:00:00,ESRX
553697,"Express Scripts: Buy In Slowly, But Buy In",2018-01-23 00:00:00,ESRX
553698,By The Numbers: Hunting For Undervalued Stocks,2018-01-18 00:00:00,ESRX
553699,7 Quality Stocks in Gurus' Portfolios,2018-01-16 00:00:00,ESRX
553700,Express Scripts Holding Company Announces Fourth Quarter and Full Year —…–7 Earnings ...,2018-01-15 00:00:00,ESRX
553701,Vilas Fund Partner Up 65% In 2017: Short Tesla Inc. Is Now Largest Holding,2018-01-11 00:00:00,ESRX
553702,"Triangle Securities Wealth Management Buys SPDR S&P Insurance, Johnson Controls ...",2018-01-10 00:00:00,ESRX
553703,How I Beat The Market Again In 2017,2018-01-09 00:00:00,ESRX
553704,Express Scripts Hits 80-Plus Relative Strength Rating Benchmark,2018-01-09 00:00:00,ESRX
553705,Portfolio Strategy 2018: Conservative Positioning After A Bullish Year,2018-01-08 00:00:00,ESRX
553706,Valuation Dashboard In Healthcare - New Year's Update,2018-01-08 00:00:00,ESRX
553707,"Spark Therapeutics Hopes to Cure a Rare Blindness for $850,000 a Pop",2018-01-03 00:00:00,ESRX
553708,Can CVS Health Recover From the Shocks of 2016 & 17?,2017-12-22 00:00:00,ESRX
553709,Express Scripts Getting Closer To Key Technical Benchmark,2017-12-19 00:00:00,ESRX
553710,Express Scripts boosts shares buybacks by 45M,2017-12-19 00:00:00,ESRX
553711,"Express Scripts Buys eviCore for $3.6B, Forays Into MBM",2017-12-18 00:00:00,ESRX
553712,Express Scripts finalizes eviCore takeover,2017-12-15 00:00:00,ESRX
553713,Express Scripts (ESRX) 2018 Guidance Conference Call - Slideshow,2017-12-15 00:00:00,ESRX
553714,Express Scripts' (ESRX) CEO Timothy Wentworth on 2018 Financial Guidance Conference (Transcript),2017-12-14 00:00:00,ESRX
553715,"Express Scripts ups 2017 guidance, sees non-GAAP EPS as high as $7.87 next year",2017-12-14 00:00:00,ESRX
553716,"Advent International Corp Buys INC Research Holdings Inc, Envestnet Inc, Stericycle Inc, Sells ...",2017-12-13 00:00:00,ESRX
553717,Cardinal Health Banks on Buyouts Amid Intense Competition,2017-12-12 00:00:00,ESRX
553718,Next week's key events - healthcare,2017-12-08 00:00:00,ESRX
553719,Valuation Dashboard: Healthcare - Update,2017-12-07 00:00:00,ESRX
553720,Express Scripts (ESRX) Looks Good: Stock Adds 5.8% in Session,2017-12-05 00:00:00,ESRX
553721,Premarket analyst action - healthcare,2017-12-04 00:00:00,ESRX
553722,Anti-Amazon: A Favorite Investment Theme For 2018,2017-11-30 00:00:00,ESRX
553723,Express Scripts Sells Unit With Ties To Mallinckrodt's Acthar,2017-11-29 00:00:00,ESRX
553724,The Acquirer's Portfolio - Large Cap,2017-11-29 00:00:00,ESRX
553725,Express Scripts to sell pharma support services unit to private equity firm,2017-11-27 00:00:00,ESRX
553726,Investing Like The Mafia 2017,2017-11-21 00:00:00,ESRX
553727,The Straw That Broke Mallinckrodt's Back?,2017-11-20 00:00:00,ESRX
553728,RGA Q3 2017 Letter - Amazon's Share Of E-Commerce = PayPal's Opportunity,2017-11-18 00:00:00,ESRX
553729,"BlueMountain Capital Management, LLC Buys Ocean Rig UDW Inc, Andeavor, CF Corp, Sells Panera ...",2017-11-13 00:00:00,ESRX
553730,Weekly CEO Buys Highlights,2017-11-06 00:00:00,ESRX
553731,"Market Trends Toward New Normal in Public Service Enterprise Group, Rigel Pharma, National ...",2017-11-06 00:00:00,ESRX
553732,"Lipe & Dalton Buys Citigroup Inc, Synchrony Financial, McKesson Corp, Sells American ...",2017-11-03 00:00:00,ESRX
553733,"Empirical Finance, LLC Buys iShares TIPS Bond, PowerShares Optimum Yield Diversified Commodity ...",2017-10-31 00:00:00,ESRX
553734,"Express Scripts Holding Co (ESRX) President & CEO Timothy C Wentworth Bought $489,…4… ...",2017-10-31 00:00:00,ESRX
553735,Express Scripts (ESRX) in Focus: Stock Moves 5.5% Higher,2017-10-30 00:00:00,ESRX
553736,"Mechanics Bank Trust Department Buys DowDuPont Inc, Amazon.com Inc, iShares U.S. ...",2017-10-27 00:00:00,ESRX
553737,"Meyer Handelman Co Buys DowDuPont Inc, Micro Focus International PLC, Cigna Corp, Sells E.I. ...",2017-10-25 00:00:00,ESRX
553738,"Express Scripts (ESRX) Q3 Earnings In Line, FY17 View Up",2017-10-25 00:00:00,ESRX
553739,Will CNC Q3 Earnings Come in Better Than ESRX on Oct 24?,2017-10-23 00:00:00,ESRX
553740,US Stocks Higher With IBM Pushing the Dow to Record High,2017-10-18 00:00:00,ESRX
553741,Will PBM Slowdown Hamper Express Scripts (ESRX) Q3 Earnings?,2017-10-17 00:00:00,ESRX
553742,"Somerset Trust Co Buys Cisco Systems Inc, Express Scripts Holding Co, Regency Centers Corp, ...",2017-10-13 00:00:00,ESRX
553743,"Express Scripts (ESRX) to Buy eviCore, Fortify PBM Business",2017-10-11 00:00:00,ESRX
553744,Express Scripts (ESRX) Dips on $3.6 Billion Deal to Buy EviCore Healthcare,2017-10-10 00:00:00,ESRX
553745,"Stock Market News For Oct 10, 2017",2017-10-10 00:00:00,ESRX
553746,Stocks Close Mildly Lower; New Buy Point Emerges For Apple,2017-10-09 00:00:00,ESRX
553747,"CenturyLink Investment Management Co Buys DowDuPont Inc, Celanese Corp, MGM Resorts ...",2017-10-06 00:00:00,ESRX
553748,Is Express Scripts Holding (ESRX) a Great Stock for Value Investors?,2017-09-26 00:00:00,ESRX
553749,"Richard Pzena Buys Mylan NV, Express Scripts Holding Co, Omnicom Group Inc, Sells DXC ...",2017-09-08 00:00:00,ESRX
553750,Express Scripts Holding Company Announces Third Quarter —…–7 Earnings Conference Call,2017-09-05 00:00:00,ESRX
553751,Express Scripts Is on Sale,2017-08-28 00:00:00,ESRX
553752,Richard Pzena's Largest —nd-Quarter Buys,2017-08-22 00:00:00,ESRX
553753,Stocks That Fell to '-Year Lows in the Week of August –8,2017-08-20 00:00:00,ESRX
553754,"Americafirst Capital Management, Llc Buys Kimberly-Clark Corp, Williams Inc, j— Global Inc, ...",2017-08-15 00:00:00,ESRX
553755,"Glenn Greenberg Buys Alliance Data Systems Corp, Quintiles IMS Holdings Inc, ServiceMaster ...",2017-08-14 00:00:00,ESRX
553756,"Seth Klarman Buys Synchrony Financial, Antero Resources Corp, Qorvo Inc, Sells Innoviva Inc, ...",2017-08-11 00:00:00,ESRX
553757,"Dodge & Cox Buys Johnson Controls International PLC, Eli Lilly and Co, Express Scripts ...",2017-08-11 00:00:00,ESRX
553758,Flashing For Sale Sign?,2017-08-11 00:00:00,ESRX
553759,"Strategic Global Advisors, LLC Buys Icon PLC, iShares MSCI EAFE, Express Scripts Holding Co, ...",2017-08-11 00:00:00,ESRX
553760,"Richard Pzena Buys Mylan NV, Express Scripts Holding Co, Omnicom Group Inc, Sells DXC ...",2017-08-04 00:00:00,ESRX
553761,"Zacks.com featured highlights: Express Scripts Holding, Abercrombie & Fitch Co., Commercial Vehicle Group, DXP Enterprises and Plains GP Holdings",2017-08-01 00:00:00,ESRX
553762,"Financial Management Professionals, Inc. Buys Schwab U.S. ...",2017-07-28 00:00:00,ESRX
553763,7 Undervalued Stocks With Rising Book Values,2017-07-25 00:00:00,ESRX
553764,"PGGM Investments Buys AvalonBay Communities Inc, Lowe's Inc, Kimberly-Clark Corp, Sells ...",2017-07-24 00:00:00,ESRX
553765,"Moreno Evelyn V Buys United Technologies Corp, United Technologies Corp, Salesforce. ...",2017-07-21 00:00:00,ESRX
553766,What's in Store for Express Scripts (ESRX) in Q2 Earnings?,2017-07-20 00:00:00,ESRX
553767,Express Scripts Rides High on Increased Generic Utilization,2017-07-12 00:00:00,ESRX
553768,7 Stocks Growing EPS and Revenue,2017-07-11 00:00:00,ESRX
553769,Wedgewood Partners - Humility and Rationality in Practice,2017-07-02 00:00:00,ESRX
553770,"Dodge & Cox Buys Express Scripts Holding Co, Suncor Energy Inc, Bristol-Myers Squibb ...",2017-06-12 00:00:00,ESRX
553771,"Major employers, health plans launch program aimed at opioid addiction prevention",2017-06-07 00:00:00,ESRX
553772,Gurus Seek Value in Technology Companies,2017-06-01 00:00:00,ESRX
553773,"Glenn Greenberg Sells JPMorgan, Express Scripts, Charles Schwab",2017-05-31 00:00:00,ESRX
553774,"Seth Klarman Buys Colony NorthStar Inc, Qorvo Inc, Qualcomm Inc, Sells NorthStar Asset ...",2017-05-25 00:00:00,ESRX
553775,"Dodge & Cox Buys Express Scripts, Bristol-Myers, HP",2017-05-25 00:00:00,ESRX
553776,"Carlson Capital L P Buys Mobileye NV, Macy's Inc, VCA Inc, Sells St Jude Medical Inc, Endurance ...",2017-05-22 00:00:00,ESRX
553777,"Carlson Capital L P Buys Mobileye NV, Macy's Inc, VCA Inc, Sells St Jude Medical Inc, Endurance ...",2017-05-17 00:00:00,ESRX
553778,Seth Klarman Expands Portfolio in –st Quarter,2017-05-15 00:00:00,ESRX
553779,"Mrj Capital Inc Buys Aon PLC, Anadarko Petroleum Corp, HRG Group Inc, Sells Walt Disney Co, ...",2017-05-12 00:00:00,ESRX
553780,"Ray Dalio Buys Cliffs Natural Resources Inc, Endo International PLC, Devon Energy Corp, Sells ...",2017-05-11 00:00:00,ESRX
553781,"Stack Financial Management, Inc Buys Stanley Black & Decker Inc, Enbridge Inc, Patterson ...",2017-05-05 00:00:00,ESRX
553782,"Stack Financial Management, Inc Buys Stanley Black & Decker Inc, Enbridge Inc, Patterson ...",2017-05-05 00:00:00,ESRX
553783,6 Stocks Young Warren Buffett Would Buy in —…–7,2017-05-05 00:00:00,ESRX
553784,"Donald Yacktman Buys Express Scripts Holding Co, Sells Viacom Inc, Unilever NV, C.R. Bard Inc",2017-05-03 00:00:00,ESRX
553785,"White Bay Pt Llc Buys Apple Inc, Cabot Microelectronics Corp, Vanguard Intermediate-Term Bond, ...",2017-05-02 00:00:00,ESRX
553786,"Old Mutual Asset Managers Uk Ltd Buys Advanced Micro Devices, American International Group, ...",2017-04-27 00:00:00,ESRX
553787,"First Quadrant L P Buys Williams, LyondellBasell Industries NV, Zoetis, Sells Verizon ...",2017-04-25 00:00:00,ESRX
553788,Stocks Open Higher As Blue Chips Pile Up Q1 Wins,2017-04-25 00:00:00,ESRX
553789,The Bulls Are Back: These 4 Leaders' Earnings Could Keep Stocks Running,2017-04-24 00:00:00,ESRX
553790,"Nasdaq At New High; S&P 500, Dow Rise Back Above Key Level",2017-04-24 00:00:00,ESRX
553791,"TNB Financial Buys Vanguard Short-Term Bond, Flowers Foods, Visa, Sells American Express Co, ...",2017-04-12 00:00:00,ESRX
553792,Express Scripts Holding Company Announces First Quarter —…–7 Earnings Conference Call,2017-04-11 00:00:00,ESRX
553793,"Toth Financial Advisory Corp Buys Express Scripts Holding Co, ProShares Ultra Nasdaq ...",2017-04-03 00:00:00,ESRX
553794,American College Of Cardiology: No Repatha Of Glory,2017-03-21 00:00:00,ESRX
553795,Glenn Greenberg - Long Rising Interest Rates And Loving It,2017-03-18 00:00:00,ESRX
553796,Express Scripts (ESRX) Presents At Barclays Global Healthcare Conference 2017,2017-03-15 00:00:00,ESRX
553797,Valuation Dashboard: Healthcare - Update,2017-03-08 00:00:00,ESRX
553798,Express Scripts odd man out in contract with HTA; shares slip 4%,2017-03-07 00:00:00,ESRX
553799,The Vetr community has upgraded $ESRX to 4.5-Stars.,2017-03-06 00:00:00,ESRX
553800,The Vetr community has downgraded $ESRX to 4-Stars,2017-03-01 00:00:00,ESRX
553801,The Vetr community has upgraded $ESRX to 4.5-Stars.,2017-02-28 00:00:00,ESRX
553802,"Horizon (HZNP) Misses on Earnings in Q4, View Disappoints",2017-02-28 00:00:00,ESRX
553803,"Pegasystems (PEGA) Misses Q4 Earnings, Revenues Down Y/Y",2017-02-28 00:00:00,ESRX
553804,The Vetr community has upgraded $ESRX to 4-Stars.,2017-02-27 00:00:00,ESRX
